user_id,post_id,Article,Author,Categories,Views
95,1137,Father of Girl Who Died of Bird Flu Tests Positive,Mengheng Seng,Health,28
95,1030,$200m GovÂ’t Bond to Set Benchmark,Chan Thul Prak,Economy,30
95,978,CSX Sets Ambitious Targets for 2023 as GDP Picks Up,staff writers Kiripost,Economy,85
95,983,CambodiaÂ’s Economy Slated to Grow 6% in 2023,Sreypich Mao,Economy,118
95,1068,Recruitment Drive for Teachers and Officials After Two-Year Freeze,Mengheng Seng,Education,49
96,2177,Discover the Charm of Kampot,Carruthers Marissa,Travel,307
96,940,2022 Under Review,Chan Thul Prak,Business,124
96,1024,Automotive and Electronics Sectors to Receive $2b Cash Boost,Molika Meas,Tech,344
96,1418,Exhibition Highlights Art of Drag Queens,Sreypich Mao,Arts & Culture,183
96,1135,Bird Flu Kills Girl in Prey Veng,Mengheng Seng,Health,25
96,1413,Hollywood Star Matt Dillon Named Patron of CIFF,Carruthers Marissa,Festival,108
96,2288,Photo Phnom Penh Festival Returns in December,Sokeo Mon,Festival,188
96,946,From Finance to Pioneering CambodiaÂ’s Animation Sector,Raksmey Chhorn,Tech,214
96,1034,Slowing Inflation Fails to Ease Cost-of-Living Burden,Sreypich Mao,Economy,212
96,942,PM Calls for Conservation Areas to Protect Dolphins,Molika Meas,Environment,44
97,948,2023: A Gloomy Outlook of Continued Recovery Amid Global Strife,Chan Thul Prak,Business,207
97,1017,Legal Recognition of LGBT Families Essential for Social Integration,Carruthers Marissa,Education,67
97,1033,WHO to Help ID Toxic Levels in Confiscated Cough Syrups,Raksmey Chhorn,Health,23
97,1020,Free Vocational Training for 1.5m Students in 2024,Mengheng Seng,Education,81
97,943,Â‘The Last Breath of the Tonle SapÂ’ at Angkor Photo Festival,Carruthers Marissa,Environment,131
97,1532,"Travellers Demand Immersive Experiences, Says Phare Circus",Carruthers Marissa,Travel,27
97,2758,The Rise of Mixed-Use Developments,Carruthers Marissa,Travel,6
97,940,2022 Under Review,Chan Thul Prak,Business,124
97,983,CambodiaÂ’s Economy Slated to Grow 6% in 2023,Sreypich Mao,Economy,118
97,962,"Call to Pull Plug on Re-Release of ""Provocative"" Song",Sreypich Mao,Arts & Culture,36
98,1084,City Slums Aware of Cleanliness but Aggrieved by Poor Sanitation and Floods,Amarthalingam Sangeetha,Environment,77
98,999,Exhibit Urges Rainforest and Wildlife Conservation,Chan Thul Prak,Environment,106
98,956,Talking Business with Entrepreneurship Guru Stephen Paterson,Tharum Bun,Business,697
98,991,"MOU Signing Between UYFC and EZECOM on ""Digital Collaboration""",staff writers Kiripost,Tech,170
98,1197,Sihanoukville Selected to Transform into Smart City,Sreypich Mao,Environment,343
98,2473,Visions of Angkor: Unseen Images,Carruthers Marissa,Travel,273
98,2758,The Rise of Mixed-Use Developments,Carruthers Marissa,Travel,6
98,2293,Halloween Celebrations Thrill Siem Reap,Sreypich Mao,Festival,52
98,983,CambodiaÂ’s Economy Slated to Grow 6% in 2023,Sreypich Mao,Economy,118
98,1413,Hollywood Star Matt Dillon Named Patron of CIFF,Carruthers Marissa,Festival,108
99,2468,"MFIs to Restructure Tourism, Real Estate Loans",Amarthalingam Sangeetha,Finance & Banking,160
99,2669,NBC and UnionPay International Start Cross-Border QR Code Payments,Sreypich Mao,Finance & Banking,71
99,1034,Slowing Inflation Fails to Ease Cost-of-Living Burden,Sreypich Mao,Economy,212
99,950,International Jewelry Manufacturer to Open Cambodian Factory in 2024,Raksmey Chhorn,Business,189
99,2293,Halloween Celebrations Thrill Siem Reap,Sreypich Mao,Festival,52
99,1029,PM Slams School for Barbering BoysÂ’ Hair,Raksmey Chhorn,Education,25
99,1205,Tackling Access to Water in Cambodia,Carruthers Marissa,Environment,42
99,1040,Digitizing CambodiaÂ’s Health Sector,staff writers Kiripost,Tech,401
99,986,$106m Collected in Unpaid Vehicle Tax,Mengheng Seng,Economy,113
99,948,2023: A Gloomy Outlook of Continued Recovery Amid Global Strife,Chan Thul Prak,Business,207
100,1000,Dry Season Floods Plague Kandal and Phnom Penh,Raksmey Chhorn,Environment,133
100,1107,Social Protection Scheme Bolsters NationÂ’s Healthcare,Molika Meas,Health,55
100,1024,Automotive and Electronics Sectors to Receive $2b Cash Boost,Molika Meas,Tech,344
100,984,Born to Engineer,Tharum Bun,Education,84
100,2761,Vietjet Named amongst the WorldÂ’s Safest Airlines by AirlineRatings,staff writers Kiripost,Travel,1
100,1020,Free Vocational Training for 1.5m Students in 2024,Mengheng Seng,Education,81
100,1425,ArtistÂ’s Ambition to Break Graffiti Stereotypes,Mengheng Seng,Arts & Culture,73
100,2573,Wing Bank Wins 3 Prestigious Mastercard Awards,staff writers Kiripost,Finance & Banking,106
100,1033,WHO to Help ID Toxic Levels in Confiscated Cough Syrups,Raksmey Chhorn,Health,23
100,1181,The Potential Power of Solar in Cambodia,Sreypich Mao,Environment,1046
